epoch, iters, G_GAN, G_L1, D_real, D_fake
139, 200, 2.841, 21.118, 0.418, 0.213
139, 300, 2.005, 18.691, 0.377, 0.156
139, 400, 2.646, 22.591, 0.208, 0.28
140, 100, 3.987, 22.606, 0.004, 0.066
140, 200, 4.432, 22.458, 0.008, 0.091
140, 300, 3.843, 29.146, 0.341, 0.021
140, 400, 4.092, 18.121, 0.185, 0.022
141, 100, 3.557, 23.386, 0.027, 0.193
141, 200, 2.311, 18.795, 0.861, 0.05
141, 300, 3.889, 19.512, 0.039, 0.133
141, 400, 3.876, 29.584, 0.01, 0.054
142, 100, 3.716, 20.596, 0.174, 0.026
142, 200, 3.501, 20.542, 0.011, 1.314
142, 300, 3.666, 23.635, 0.019, 0.53
142, 400, 3.666, 25.254, 0.083, 0.119
143, 100, 2.42, 14.995, 0.297, 0.05
143, 200, 1.642, 19.192, 0.404, 0.281
143, 300, 3.246, 15.903, 0.081, 0.496
143, 400, 2.193, 16.67, 0.487, 0.057
144, 100, 3.591, 20.319, 0.059, 0.114
144, 200, 3.964, 22.229, 0.115, 0.07
144, 300, 5.404, 35.109, 0.119, 0.008
144, 400, 3.971, 21.196, 0.014, 0.018
145, 100, 4.068, 23.981, 0.03, 0.075
145, 200, 3.246, 22.253, 0.023, 0.07
145, 300, 2.656, 18.972, 0.452, 0.082
145, 400, 3.316, 28.557, 0.049, 0.065
146, 100, 3.688, 21.968, 0.449, 0.017
146, 200, 3.617, 28.108, 0.283, 0.039
146, 300, 3.072, 22.669, 0.092, 0.058
146, 400, 1.969, 24.118, 0.57, 0.038
147, 100, 3.375, 15.787, 0.042, 0.141
147, 200, 3.069, 21.177, 0.041, 0.325
147, 300, 3.118, 27.867, 0.365, 0.151
147, 400, 3.815, 24.239, 0.055, 0.099
148, 100, 3.997, 22.614, 0.223, 0.027
148, 200, 3.043, 14.025, 0.281, 0.056
148, 300, 4.198, 21.638, 0.175, 0.02
148, 400, 3.066, 16.211, 0.042, 0.324
149, 100, 4.795, 24.179, 0.011, 0.017
149, 200, 1.434, 16.947, 0.913, 0.089
149, 300, 2.811, 19.77, 0.289, 0.12
149, 400, 2.111, 20.029, 0.502, 0.101
150, 100, 1.216, 22.239, 1.166, 0.191
150, 200, 2.926, 26.274, 0.014, 0.244
150, 300, 5.213, 18.09, 0.004, 1.143
150, 400, 3.197, 21.756, 0.041, 0.163
151, 100, 3.471, 28.483, 0.007, 0.815
151, 200, 2.279, 20.774, 0.136, 0.13
151, 300, 2.225, 16.53, 0.346, 0.082
151, 400, 3.322, 24.917, 0.027, 0.51
152, 100, 2.06, 21.114, 0.038, 0.234
152, 200, 3.561, 24.71, 0.015, 0.257
152, 300, 3.38, 21.197, 0.047, 0.073
152, 400, 3.515, 24.337, 0.035, 0.073
153, 100, 2.935, 17.827, 0.165, 0.059
153, 200, 3.161, 28.92, 0.001, 0.216
153, 300, 1.459, 15.347, 1.05, 0.073
153, 400, 5.419, 18.453, 0.128, 0.007
154, 100, 3.246, 25.31, 0.109, 0.581
154, 200, 3.949, 17.025, 0.195, 0.03
154, 300, 4.624, 18.614, 0.261, 0.009
154, 400, 2.621, 13.302, 1.051, 0.016
155, 100, 5.113, 21.075, 0.17, 0.007
155, 200, 3.279, 19.293, 0.053, 1.077
155, 300, 2.49, 15.289, 0.086, 0.673
155, 400, 2.582, 17.212, 0.487, 0.031
156, 100, 4.087, 36.574, 0.008, 0.165
156, 200, 3.3, 22.099, 0.14, 0.218
156, 300, 3.27, 15.314, 0.052, 0.072
156, 400, 3.203, 22.088, 0.019, 0.43
157, 100, 2.613, 20.616, 0.02, 0.258
157, 200, 2.852, 27.264, 0.328, 0.093
157, 300, 3.373, 18.321, 0.275, 0.027
157, 400, 3.365, 20.439, 0.018, 0.285
158, 100, 3.036, 16.3, 0.277, 0.115
158, 200, 3.539, 26.388, 0.043, 0.417
158, 300, 2.789, 22.178, 0.234, 0.08
158, 400, 3.175, 23.534, 0.065, 0.105
159, 100, 4.335, 24.175, 0.12, 0.067
159, 200, 3.978, 24.957, 0.003, 0.077
159, 300, 2.605, 20.651, 0.471, 0.035
159, 400, 2.518, 24.623, 0.415, 0.039
160, 100, 3.011, 16.908, 0.085, 0.355
160, 200, 2.578, 14.777, 0.423, 0.029
160, 300, 2.744, 18.836, 0.247, 0.258
160, 400, 2.966, 27.458, 0.293, 0.054
161, 100, 1.834, 19.607, 0.562, 0.133
161, 200, 4.203, 21.214, 0.066, 0.091
161, 300, 3.005, 24.798, 0.013, 0.145
161, 400, 3.72, 20.685, 0.28, 0.018
162, 100, 3.35, 27.877, 0.002, 0.128
162, 200, 3.677, 25.071, 0.043, 0.062
162, 300, 4.656, 28.131, 0.018, 0.026
162, 400, 2.232, 15.755, 0.272, 0.172
163, 100, 3.194, 20.499, 0.064, 0.414
163, 200, 3.375, 17.345, 0.057, 0.049
163, 300, 3.754, 25.939, 0.187, 0.041
163, 400, 6.016, 20.438, 0.018, 0.005
164, 100, 2.456, 22.143, 0.221, 0.173
164, 200, 3.205, 26.147, 0.093, 0.092
164, 300, 3.604, 22.492, 0.036, 0.108
164, 400, 4.016, 23.417, 0.079, 0.066
165, 100, 3.388, 16.09, 0.144, 0.065
165, 200, 3.236, 22.411, 0.006, 0.13
165, 300, 1.606, 21.548, 0.853, 0.044
165, 400, 2.864, 20.618, 0.256, 0.082
166, 100, 3.018, 14.104, 0.17, 0.086
166, 200, 4.173, 17.199, 0.051, 0.04
166, 300, 3.109, 26.696, 0.369, 0.053
166, 400, 3.083, 18.681, 0.167, 0.093
167, 100, 2.529, 21.349, 0.037, 0.188
167, 200, 6.113, 25.477, 0.012, 0.005
167, 300, 3.088, 23.355, 0.279, 0.081
167, 400, 3.31, 16.312, 0.038, 0.235
168, 100, 2.711, 14.823, 0.253, 0.08
168, 200, 4.664, 18.209, 0.225, 0.009
168, 300, 4.72, 23.96, 0.074, 0.021
168, 400, 3.153, 21.664, 0.1, 0.121
169, 100, 3.727, 30.272, 0.001, 0.102
169, 200, 3.138, 18.899, 0.03, 0.152
169, 300, 4.29, 15.921, 0.085, 0.098
169, 400, 3.459, 23.05, 0.114, 0.058
170, 100, 3.694, 21.417, 0.024, 0.07
170, 200, 2.947, 19.895, 0.181, 0.084
170, 300, 3.509, 16.865, 0.133, 0.045
170, 400, 2.951, 22.028, 0.005, 0.288
171, 100, 3.294, 17.683, 0.056, 0.871
171, 200, 3.033, 19.483, 0.007, 0.148
171, 300, 3.445, 21.088, 0.157, 0.079
171, 400, 2.733, 14.22, 0.089, 0.116
172, 100, 3.057, 25.903, 0.146, 0.085
172, 200, 3.051, 23.151, 0.076, 0.284
172, 300, 4.135, 21.394, 0.066, 0.033
172, 400, 3.521, 25.217, 0.057, 0.108
173, 100, 3.883, 19.483, 0.117, 0.032
173, 200, 3.384, 23.681, 0.003, 0.129
173, 300, 2.786, 22.948, 0.072, 0.444
173, 400, 3.217, 23.333, 0.071, 0.094
174, 100, 2.908, 19.78, 0.304, 0.076
174, 200, 2.841, 17.844, 0.107, 0.14
174, 300, 3.693, 15.957, 0.026, 0.047
174, 400, 2.541, 25.356, 0.122, 0.252
175, 100, 2.786, 22.27, 0.074, 0.212
175, 200, 2.756, 16.574, 0.059, 0.219
175, 300, 3.47, 19.942, 0.083, 0.058
175, 400, 2.945, 13.671, 0.01, 0.796
176, 100, 2.482, 24.139, 0.002, 0.297
176, 200, 3.463, 17.82, 0.534, 0.021
176, 300, 3.006, 20.485, 0.029, 0.131
176, 400, 2.827, 20.365, 0.035, 0.153
177, 100, 4.215, 16.434, 0.12, 0.023
177, 200, 3.576, 22.699, 0.002, 0.063
177, 300, 2.957, 18.63, 0.007, 0.168
177, 400, 2.06, 16.678, 0.173, 0.153
178, 100, 5.041, 19.299, 0.341, 0.003
178, 200, 2.917, 24.694, 0.107, 0.136
178, 300, 3.256, 19.359, 0.019, 0.126
178, 400, 4.104, 20.745, 0.051, 0.046
179, 100, 3.139, 21.419, 0.003, 0.18
179, 200, 4.537, 16.123, 0.035, 0.021
179, 300, 4.509, 17.035, 0.021, 0.032
179, 400, 3.173, 21.981, 0.033, 0.136
180, 100, 3.329, 20.388, 0.05, 0.093
180, 200, 2.288, 20.659, 0.171, 0.487
180, 300, 2.835, 16.354, 0.081, 0.128
180, 400, 3.571, 20.077, 0.024, 0.081
181, 100, 3.86, 20.877, 0.116, 0.031
181, 200, 2.595, 21.497, 0.046, 0.339
181, 300, 3.644, 17.673, 0.039, 0.068
181, 400, 3.729, 19.871, 0.012, 0.059
182, 100, 4.796, 21.092, 0.017, 0.02
182, 200, 3.088, 12.149, 0.054, 0.28
182, 300, 4.334, 25.628, 0.001, 0.036
182, 400, 3.426, 22.591, 0.059, 0.605
183, 100, 2.818, 19.075, 0.413, 0.064
183, 200, 2.605, 20.582, 0.091, 0.127
183, 300, 2.606, 21.573, 0.056, 0.202
183, 400, 3.154, 20.882, 0.2, 0.086
184, 100, 2.281, 19.734, 0.033, 0.513
184, 200, 3.406, 18.726, 0.005, 0.07
184, 300, 4.125, 20.391, 0.008, 0.044
184, 400, 2.744, 22.436, 0.061, 0.175
185, 100, 2.738, 17.428, 0.131, 0.156
185, 200, 3.608, 24.502, 0.028, 0.046
185, 300, 4.916, 22.022, 0.099, 0.014
185, 400, 3.891, 14.3, 0.053, 0.053
186, 100, 3.849, 21.04, 0.08, 0.039
186, 200, 4.876, 24.821, 0.013, 0.028
186, 300, 3.313, 22.228, 0.244, 0.075
186, 400, 2.331, 20.883, 0.08, 0.254
187, 100, 2.74, 17.954, 0.19, 0.091
187, 200, 3.012, 18.293, 0.011, 0.142
187, 300, 4.656, 20.54, 0.201, 0.023
187, 400, 6.057, 19.936, 0.363, 0.003
188, 100, 4.514, 18.619, 0.013, 0.025
188, 200, 2.913, 16.945, 0.159, 0.092
188, 300, 3.338, 21.164, 0.045, 0.087
188, 400, 2.572, 17.309, 0.0, 0.347
189, 100, 3.278, 20.387, 0.031, 0.091
189, 200, 2.785, 18.885, 0.094, 0.156
189, 300, 3.421, 18.161, 0.05, 0.061
189, 400, 2.772, 22.014, 0.354, 0.068
190, 100, 2.61, 19.686, 0.072, 0.182
190, 200, 3.473, 21.413, 0.025, 0.064
190, 300, 2.752, 15.416, 0.044, 0.143
190, 400, 3.917, 16.259, 0.116, 0.026
191, 100, 3.658, 18.548, 0.05, 0.038
191, 200, 4.254, 21.407, 0.041, 0.033
191, 300, 3.654, 15.243, 0.036, 0.056
191, 400, 3.721, 31.742, 0.039, 0.143
192, 100, 3.237, 21.356, 0.009, 0.083
192, 200, 4.677, 18.553, 0.038, 0.026
192, 300, 3.298, 18.371, 0.064, 0.071
192, 400, 3.909, 16.665, 0.268, 0.029
193, 100, 3.076, 21.346, 0.108, 0.089
193, 200, 4.694, 21.967, 0.263, 0.014
193, 300, 5.326, 15.133, 0.206, 0.007
193, 400, 3.874, 32.252, 0.0, 0.042
194, 100, 2.987, 23.255, 0.019, 0.131
194, 200, 3.164, 18.49, 0.081, 0.069
194, 300, 3.519, 16.193, 0.075, 0.073
194, 400, 2.859, 18.048, 0.046, 0.102
195, 100, 3.428, 20.255, 0.002, 0.072
195, 200, 3.502, 17.744, 0.198, 0.053
195, 300, 3.128, 21.217, 0.07, 0.105
195, 400, 4.141, 19.259, 0.189, 0.028
196, 100, 4.256, 20.567, 0.027, 0.027
196, 200, 3.361, 18.629, 0.048, 0.073
196, 300, 2.041, 19.736, 0.073, 0.266
196, 400, 3.392, 17.743, 0.371, 0.054
197, 100, 4.538, 27.405, 0.009, 0.022
197, 200, 4.828, 18.58, 0.031, 0.022
197, 300, 2.394, 17.592, 0.007, 0.187
197, 400, 3.431, 25.81, 0.063, 0.09
198, 100, 4.925, 20.668, 0.063, 0.018
198, 200, 3.493, 21.147, 0.003, 0.056
198, 300, 3.335, 20.035, 0.062, 0.064
198, 400, 3.499, 26.465, 0.01, 0.064
199, 100, 3.041, 18.874, 0.011, 0.107
199, 200, 4.064, 17.471, 0.053, 0.029
199, 300, 3.99, 17.21, 0.124, 0.038
199, 400, 4.604, 18.785, 0.144, 0.02
200, 100, 3.38, 22.219, 0.038, 0.069
200, 200, 4.12, 19.105, 0.143, 0.03
200, 300, 2.413, 18.691, 0.001, 0.178
200, 400, 3.227, 16.849, 0.038, 0.079
